OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
EPOXI (DEEP IMPACT),2005-001A,28517,PAY,-,US,2005-01-12,AFETR,,,,,,1.5800,NEA,SU,ORB
DELTA 2 R/B(2),2005-001B,28518,R/B,,US,2005-01-12,AFETR,,,,,,,NEA,SU,ORB
DELTA 2 R/B(1),2005-001C,28519,R/B,D,US,2005-01-12,AFETR,2005-06-20,87.63,23.91,198,117,5.0118,,EA,IMP
COSMOS 2414,2005-002A,28521,PAY,+,CIS,2005-01-20,PLMSC,,103.75,82.95,966,906,1.8312,,EA,ORB
SL-8 R/B,2005-002B,28522,R/B,,CIS,2005-01-20,PLMSC,,103.59,82.95,962,895,4.8630,,EA,ORB
TATIANA,2005-002C,28523,PAY,,CIS,2005-01-20,PLMSC,,103.74,82.95,963,907,0.3227,,EA,ORB
NSS-10,2005-003A,28526,PAY,+,SES,2005-02-03,TYMSC,,1436.08,6.61,35799,35773,9.5199,,EA,ORB
BREEZE-M R/B,2005-003B,28527,R/B,,CIS,2005-02-03,TYMSC,,745.45,20.36,35463,6248,9.7110,,EA,ORB
BREEZE-M DEB [TANK],2005-003C,28528,DEB,,CIS,2005-02-03,TYMSC,,256.37,49.56,13683,298,6.9050,,EA,ORB
USA 181,2005-004A,28537,PAY,+,US,2005-02-03,AFETR,,107.36,63.39,1522,687,,NEA,EA,ORB
ATLAS 3B CENTAUR R/B,2005-004B,28538,R/B,,US,2005-02-03,AFETR,,107.19,63.82,1255,939,,,EA,ORB
USA 181 DEB,2005-004C,28541,DEB,,US,2005-02-03,AFETR,,107.41,63.40,1523,690,,NEA,EA,ORB
XTAR-EUR,2005-005A,28542,PAY,-,US,2005-02-12,FRGUI,,1454.53,4.50,36159,36134,20.5646,,EA,ORB
ARIANE 5 DEB [SYLDA],2005-005B,28543,DEB,D,FR,2005-02-12,FRGUI,2012-12-03,90.20,6.65,433,135,15.6953,,EA,IMP
SLOSHSAT,2005-005C,28544,PAY,,ESA,2005-02-12,FRGUI,,532.75,7.22,30534,248,0.5221,,EA,ORB
MAQSAT & ARIANE 5 R/B,2005-005D,28545,PAY,,ESA,2005-02-12,FRGUI,,548.02,7.40,31342,268,27.6465,,EA,ORB
TNS-0,2005-007C,28547,PAY,D,CIS,2005-02-28,TYMSC,2005-08-30,87.26,51.60,145,132,0.0789,,EA,IMP
