OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
LUNAR PROSPECTOR,1998-001A,25131,PAY,D,US,1998-01-07,AFETR,1999-07-31,,,,,,NIE,MO,IMP
ATHENA 2 R/B(OAM),1998-001B,25132,R/B,D,US,1998-01-07,AFETR,1998-01-07,,,,,,NIE,EA,IMP
SKYNET 4D,1998-002A,25134,PAY,-,UK,1998-01-10,AFETR,,1452.25,12.86,36125,36079,15.9489,,EA,ORB
DELTA 2 R/B(1),1998-002B,25135,R/B,,US,1998-01-10,AFETR,,105.67,26.88,1288,763,6.9470,,EA,ORB
DELTA 2 R/B(2),1998-002C,25136,R/B,,US,1998-01-10,AFETR,,654.97,23.39,36049,1160,3.1384,,EA,ORB
DELTA 2 DEB,1998-002D,25137,DEB,D,US,1998-01-10,AFETR,2000-04-12,89.01,28.53,251,200,0.3729,,EA,IMP
DELTA 2 DEB,1998-002E,25138,DEB,,US,1998-01-10,AFETR,,104.92,26.88,1228,753,3.8130,,EA,ORB
DELTA 2 DEB,1998-002F,25139,DEB,D,US,1998-01-10,AFETR,1999-05-31,89.17,28.52,264,203,0.1621,,EA,IMP
STS 89,1998-003A,25143,PAY,D,US,1998-01-23,AFETR,1998-01-31,91.96,51.64,382,359,308.2000,,EA,LAN
SOYUZ-TM 27,1998-004A,25146,PAY,D,CIS,1998-01-29,TYMSC,1998-08-25,91.91,51.66,373,363,,,EA,LAN
SL-4 R/B,1998-004B,25147,R/B,D,CIS,1998-01-29,TYMSC,1998-01-31,87.43,51.59,151,144,,,EA,IMP
USA 137,1998-005A,25148,PAY,-,US,1998-01-29,AFETR,,,,,,,NEA,EA,ORB
ATLAS 2A R/B,1998-005B,25149,R/B,,US,1998-01-29,AFETR,,696.01,62.13,37203,2073,,,EA,ORB
BRASILSAT B3,1998-006A,25152,PAY,-,BRAZ,1998-02-04,FRGUI,,1451.34,10.94,36097,36072,6.1628,,EA,ORB
INMARSAT 3-F5,1998-006B,25153,PAY,+,IM,1998-02-04,FRGUI,,1436.03,9.83,35805,35766,14.5000,,EA,ORB
ARIANE 44LP R/B,1998-006C,25154,R/B,D,FR,1998-02-04,FRGUI,2004-03-05,89.53,6.80,384,118,35.4632,,EA,IMP
ARIANE DEB [SPELDA],1998-006D,25155,DEB,D,FR,1998-02-04,FRGUI,2001-12-06,93.13,6.63,737,118,19.9526,,EA,IMP
GFO,1998-007A,25157,PAY,D,US,1998-02-10,AFWTR,2026-08-03,87.21,107.98,150,123,1.6510,,EA,IMP
ORBCOMM FM03,1998-007B,25158,PAY,-,ORB,1998-02-10,AFWTR,,100.31,107.96,806,740,0.7101,,EA,ORB
ORBCOMM FM04,1998-007C,25159,PAY,+,ORB,1998-02-10,AFWTR,,100.29,107.96,802,742,0.8830,,EA,ORB
CELESTIS-02 & TAURUS R/B,1998-007D,25160,PAY,+,US,1998-02-10,AFWTR,,101.23,108.01,861,773,3.4524,,EA,ORB
TAURUS DEB,1998-007E,25161,DEB,,US,1998-02-10,AFWTR,,100.82,107.98,840,754,1.4090,,EA,ORB
GLOBALSTAR M001,1998-008A,25162,PAY,-,GLOB,1998-02-14,AFETR,,116.29,52.00,1516,1513,1.8070,,EA,ORB
GLOBALSTAR M004,1998-008B,25163,PAY,-,GLOB,1998-02-14,AFETR,,113.98,52.00,1411,1406,2.2994,,EA,ORB
GLOBALSTAR M002,1998-008C,25164,PAY,-,GLOB,1998-02-14,AFETR,,123.98,52.00,1859,1857,1.8071,,EA,ORB
GLOBALSTAR M003,1998-008D,25165,PAY,-,GLOB,1998-02-14,AFETR,,118.81,51.98,1635,1620,2.0824,,EA,ORB
DELTA 2 R/B,1998-008E,25166,R/B,D,US,1998-02-14,AFETR,1999-03-16,87.62,52.67,171,142,13.7838,,EA,IMP
COSMOS 2349,1998-009A,25167,PAY,D,CIS,1998-02-17,TYMSC,1998-04-03,89.89,70.36,327,212,10.4546,,EA,IMP
SL-4 R/B,1998-009B,25168,R/B,D,CIS,1998-02-17,TYMSC,1998-02-21,87.21,70.36,142,131,10.9000,,EA,IMP
IRIDIUM 52,1998-010A,25169,PAY,D,US,1998-02-18,AFWTR,2018-11-05,87.63,86.53,191,124,3.2033,,EA,IMP
IRIDIUM 56,1998-010B,25170,PAY,D,US,1998-02-18,AFWTR,2018-10-11,87.62,86.38,178,135,3.6476,,EA,IMP
IRIDIUM 54,1998-010C,25171,PAY,D,US,1998-02-18,AFWTR,2019-05-11,87.27,86.39,165,113,3.2411,,EA,IMP
IRIDIUM 50,1998-010D,25172,PAY,D,US,1998-02-18,AFWTR,2018-09-23,87.90,86.70,207,134,3.4569,,EA,IMP
IRIDIUM 53,1998-010E,25173,PAY,D,US,1998-02-18,AFWTR,2018-09-30,87.31,86.76,172,111,3.6591,,EA,IMP
DELTA 2 R/B,1998-010F,25174,R/B,D,US,1998-02-18,AFWTR,1998-08-27,87.37,83.62,154,135,15.5609,,EA,IMP
KAKEHASHI (COMETS),1998-011A,25175,PAY,-,JPN,1998-02-21,TANSC,,328.08,30.06,17720,1038,28.9557,,EA,ORB
H-2 R/B,1998-011B,25176,R/B,D,JPN,1998-02-21,TANSC,2000-02-01,88.00,29.99,203,148,30.3249,,EA,IMP
SNOE,1998-012A,25233,PAY,D,US,1998-02-26,WRAS,2003-12-13,87.51,97.64,154,148,0.5271,,EA,IMP
BATSAT,1998-012B,25234,PAY,D,US,1998-02-26,WRAS,2000-10-09,87.30,97.63,148,134,2.4071,,EA,IMP
PEGASUS R/B,1998-012C,25235,R/B,D,US,1998-02-26,WRAS,2000-05-25,87.52,97.62,157,146,0.9274,,EA,IMP
PEGASUS DEB,1998-012D,25236,DEB,D,US,1998-02-26,WRAS,2003-03-09,87.20,97.62,141,130,1.6021,,EA,IMP
EUTELSAT 16B,1998-013A,25237,PAY,-,EUTE,1998-02-27,FRGUI,,1465.27,11.20,36357,36354,24.5191,,EA,ORB
ARIANE 42P R/B,1998-013B,25238,R/B,D,FR,1998-02-27,FRGUI,1998-04-08,93.76,6.82,823,94,0.0050,,EA,IMP
NSS-806,1998-014A,25239,PAY,-,SES,1998-02-28,AFETR,,1453.34,7.28,36158,36089,20.2374,,EA,ORB
ATLAS 2AS CENTAUR R/B,1998-014B,25240,R/B,D,US,1998-02-28,AFETR,2003-04-27,88.67,22.45,278,139,19.9359,,EA,IMP
IRIDIUM 53 DEB,1998-010G,25241,DEB,D,US,1998-02-18,AFWTR,1998-03-05,93.21,86.51,460,403,0.2830,,EA,IMP
IRIDIUM 53 DEB,1998-010H,25242,DEB,D,US,1998-02-18,AFWTR,1998-03-14,91.40,86.45,425,261,1.3610,,EA,IMP
PROGRESS-M 38,1998-015A,25256,PAY,D,CIS,1998-03-14,TYMSC,1998-05-15,92.06,51.66,379,372,12.8376,,EA,IMP
SL-4 R/B,1998-015B,25257,R/B,D,CIS,1998-03-14,TYMSC,1998-03-17,87.33,51.61,149,136,9.0000,,EA,IMP
UFO 8 (USA 138),1998-016A,25258,PAY,-,US,1998-03-16,AFETR,,1436.26,11.21,35809,35771,14.1421,,EA,ORB
ATLAS 2 CENTAUR R/B,1998-016B,25259,R/B,D,US,1998-03-16,AFETR,2007-10-24,88.09,26.71,229,131,20.9920,,EA,IMP
SPOT 4,1998-017A,25260,PAY,-,FR,1998-03-24,FRGUI,,98.89,98.25,715,696,6.1930,,EA,ORB
ARIANE 40 R/B,1998-017B,25261,R/B,,FR,1998-03-24,FRGUI,,100.25,98.81,772,769,12.1964,,EA,ORB
IRIDIUM 51,1998-018A,25262,PAY,D,US,1998-03-25,TAISC,2026-03-14,87.63,86.33,165,149,3.1510,,EA,IMP
IRIDIUM 61,1998-018B,25263,PAY,D,US,1998-03-25,TAISC,2019-07-23,87.28,86.40,161,118,3.8157,,EA,IMP
CZ-2C R/B,1998-018C,25264,R/B,D,PRC,1998-03-25,TAISC,1998-04-25,86.87,86.35,129,110,6.5761,,EA,IMP
CZ-2C DEB [DISPENSER],1998-018D,25265,DEB,D,PRC,1998-03-25,TAISC,1998-05-10,87.56,86.31,168,138,2.7109,,EA,IMP
CZ-2C DEB,1998-018E,25266,DEB,D,PRC,1998-03-25,TAISC,1998-03-29,89.88,86.67,380,157,0.0500,,EA,IMP
CZ-2C DEB,1998-018F,25267,DEB,D,PRC,1998-03-25,TAISC,1998-03-30,91.51,86.08,529,168,0.0500,,EA,IMP
CZ-2C DEB,1998-018G,25268,DEB,D,PRC,1998-03-25,TAISC,1998-03-30,88.90,86.09,290,150,0.0500,,EA,IMP
CZ-2C DEB,1998-018H,25269,DEB,D,PRC,1998-03-25,TAISC,1998-03-29,88.04,86.60,200,155,0.0500,,EA,IMP
IRIDIUM 55,1998-019A,25272,PAY,D,US,1998-03-30,AFWTR,2019-03-31,87.68,86.68,199,120,3.6385,,EA,IMP
IRIDIUM 57,1998-019B,25273,PAY,-,US,1998-03-30,AFWTR,,100.26,86.40,773,769,3.6574,,EA,ORB
IRIDIUM 58,1998-019C,25274,PAY,D,US,1998-03-30,AFWTR,2019-04-07,87.61,86.69,192,120,3.4259,,EA,IMP
IRIDIUM 59,1998-019D,25275,PAY,D,US,1998-03-30,AFWTR,2019-03-11,87.20,86.50,161,110,3.3120,,EA,IMP
IRIDIUM 60,1998-019E,25276,PAY,D,US,1998-03-30,AFWTR,2019-03-17,87.68,86.60,196,123,3.8430,,EA,IMP
DELTA 2 R/B,1998-019F,25277,R/B,D,US,1998-03-30,AFWTR,1998-05-11,87.46,82.98,165,133,13.6472,,EA,IMP
TRACE,1998-020A,25280,PAY,D,US,1998-04-02,WRAS,2025-07-18,87.36,97.38,151,136,1.5228,,EA,IMP
PEGASUS R/B,1998-020B,25281,R/B,D,US,1998-04-02,WRAS,2025-12-08,87.36,97.29,149,138,1.3038,,EA,IMP
