OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
SOYUZ-TM 18,1994-001A,22957,PAY,D,CIS,1994-01-08,TYMSC,1994-07-09,92.52,51.65,400,396,,,EA,LAN
SL-4 R/B,1994-001B,22958,R/B,D,CIS,1994-01-08,TYMSC,1994-01-11,87.48,51.61,151,148,,,EA,IMP
GALS 1,1994-002A,22963,PAY,-,CIS,1994-01-20,TYMSC,,1434.85,14.52,35816,35709,6.3096,,EA,ORB
SL-12 R/B(1),1994-002B,22964,R/B,D,CIS,1994-01-20,TYMSC,1994-01-22,87.93,51.65,178,166,10.7000,,EA,IMP
SL-12 PLAT,1994-002C,22965,DEB,D,CIS,1994-01-20,TYMSC,1994-01-21,87.51,51.65,152,150,12.4000,,EA,IMP
SL-12 R/B(2),1994-002D,22966,R/B,,CIS,1994-01-20,TYMSC,,1447.74,13.90,36188,35840,2.5179,,EA,ORB
SL-12 R/B(AUX MOTOR),1994-002E,22967,R/B,D,CIS,1994-01-20,TYMSC,1994-10-31,92.30,46.44,672,102,0.9623,,EA,IMP
SL-12 R/B(AUX MOTOR),1994-002F,22968,R/B,D,CIS,1994-01-20,TYMSC,2000-08-29,88.65,46.65,319,96,0.7841,,EA,IMP
METEOR 3-6,1994-003A,22969,PAY,,CIS,1994-01-25,PLMSC,,109.33,82.56,1208,1184,4.7850,,EA,ORB
SL-14 R/B,1994-003B,22970,R/B,,CIS,1994-01-25,PLMSC,,109.34,82.56,1209,1183,4.6652,,EA,ORB
TUBSAT B,1994-003C,22971,PAY,,GER,1994-01-25,PLMSC,,109.33,82.56,1208,1183,0.3887,,EA,ORB
CLEMENTINE 1 (DSPSE),1994-004A,22973,PAY,-,US,1994-01-25,AFWTR,,,,,,1.8875,NEA,SU,ORB
TITAN 2G R/B,1994-004B,22974,R/B,D,US,1994-01-25,AFWTR,1994-02-13,87.88,67.03,179,160,23.3000,,EA,IMP
PROGRESS-M 21,1994-005A,22975,PAY,D,CIS,1994-01-28,TYMSC,1994-03-23,92.41,51.65,403,382,1.0600,,EA,IMP
SL-4 R/B,1994-005B,22976,R/B,D,CIS,1994-01-28,TYMSC,1994-01-29,88.15,51.62,191,175,14.3000,,EA,IMP
STS 60,1994-006A,22977,PAY,D,US,1994-02-03,AFETR,1994-02-11,91.62,56.99,359,350,250.4000,,EA,LAN
OREX,1994-007A,22978,PAY,D,JPN,1994-02-03,TANSC,1994-02-04,93.54,30.52,452,443,,,EA,IMP
VEP,1994-007B,22979,PAY,,JPN,1994-02-03,TANSC,,637.17,29.21,35885,415,6.7180,,EA,ORB
H-2 R/B,1994-007C,22980,R/B,,JPN,1994-02-03,TANSC,,461.33,28.46,26504,295,23.9700,,EA,ORB
